0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,
x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7
1577,0,135.773684677553,1655.33577778942,262,165.247942075507,1957.47008165172,1084,202.169681549294,2258.23196564682,1871,227.998284980868,2562.84876630024,2630,191.762666123059,2838.30710466577,3366,146.261492533738,3130.08725595197,4169,123.652041470776,3339.68271186267,4730,63.3409351771113
1534.82857142857,0,130.035615581306,1615.29407308654,262,158.676641737622,1922.98413832783,1084,194.480750248734,2228.4012442962,1871,219.31163980667,2537.80407496638,2630,183.772501956606,2819.37027324995,3366,139.52923977928,3117.28804600858,4169,118.403683210822,3329.83784061684,4730,60.9829012953512
1492.65714285714,0,124.297546485059,1575.25236838366,262,152.105341399737,1888.49819500395,1084,186.791818948174,2198.57052294557,1871,210.624994632472,2512.75938363252,2630,175.782337790153,2800.43344183414,3366,132.796987024821,3104.4888360652,4169,113.155324950868,3319.99296937102,4730,58.6248674135913
1450.48571428571,0,118.559477388813,1535.21066368079,262,145.534041061852,1854.01225168006,1084,179.102887647614,2168.73980159495,1871,201.938349458274,2487.71469229866,2630,167.792173623701,2781.49661041833,3366,126.064734270363,3091.68962612182,4169,107.906966690913,3310.14809812519,4730,56.2668335318314
1408.31428571429,0,112.821408292566,1495.16895897791,262,138.962740723967,1819.52630835617,1084,171.413956347054,2138.90908024433,1871,193.251704284076,2462.67000096479,2630,159.802009457248,2762.55977900252,3366,119.332481515905,3078.89041617844,4169,102.658608430959,3300.30322687936,4730,53.9087996500714
1366.14285714286,0,107.083339196319,1455.12725427503,262,132.391440386082,1785.04036503229,1084,163.725025046495,2109.07835889371,1871,184.565059109879,2437.62530963093,2630,151.811845290795,2743.6229475867,3366,112.600228761446,3066.09120623505,4169,97.4102501710048,3290.45835563354,4730,51.5507657683115
1323.97142857143,0,101.345270100072,1415.08554957215,262,125.820140048197,1750.5544217084,1084,156.036093745935,2079.24763754309,1871,175.878413935681,2412.58061829707,2630,143.821681124342,2724.68611617089,3366,105.867976006988,3053.29199629167,4169,92.1618919110504,3280.61348438771,4730,49.1927318865516
1281.8,0,95.6072010038256,1375.04384486928,262,119.248839710313,1716.06847838451,1084,148.347162445375,2049.41691619247,1871,167.191768761483,2387.53592696321,2630,135.83151695789,2705.74928475508,3366,99.1357232525296,3040.49278634829,4169,86.9135336510961,3270.76861314189,4730,46.8346980047916
1239.62857142857,0,89.8691319075788,1335.0021401664,262,112.677539372427,1681.58253506063,1084,140.658231144815,2019.58619484184,1871,158.505123587285,2362.49123562934,2630,127.841352791437,2686.81245333927,3366,92.4034704980713,3027.69357640491,4169,81.6651753911418,3260.92374189606,4730,44.4766641230317
1197.45714285714,0,84.1310628113321,1294.96043546352,262,106.106239034542,1647.09659173674,1084,132.969299844255,1989.75547349122,1871,149.818478413087,2337.44654429548,2630,119.851188624984,2667.87562192346,3366,85.671217743613,3014.89436646153,4169,76.4168171311874,3251.07887065024,4730,42.1186302412718
1155.28571428571,0,78.3929937150853,1254.91873076064,262,99.5349386966575,1612.61064841285,1084,125.280368543695,1959.9247521406,1871,141.13183323889,2312.40185296162,2630,111.861024458531,2648.93879050764,3366,78.9389649891546,3002.09515651814,4169,71.1684588712331,3241.23399940441,4730,39.7605963595119
1113.11428571429,0,72.6549246188385,1214.87702605777,262,92.9636383587725,1578.12470508897,1084,117.591437243136,1930.09403078998,1871,132.445188064692,2287.35716162776,2630,103.870860292079,2630.00195909183,3366,72.2067122346963,2989.29594657476,4169,65.9201006112788,3231.38912815858,4730,37.4025624777519
1070.94285714286,0,66.9168555225917,1174.83532135489,262,86.3923380208875,1543.63876176508,1084,109.902505942576,1900.26330943936,1871,123.758542890494,2262.31247029389,2630,95.8806961256259,2611.06512767602,3366,65.474459480238,2976.49673663138,4169,60.6717423513244,3221.54425691276,4730,35.044528595992
1028.77142857143,0,61.178786426345,1134.79361665201,262,79.8210376830025,1509.15281844119,1084,102.213574642016,1870.43258808873,1871,115.071897716296,2237.26777896003,2630,87.8905319591731,2592.12829626021,3366,58.7422067257797,2963.697526688,4169,55.4233840913701,3211.69938566693,4730,32.6864947142321
986.6,0,55.4407173300982,1094.75191194913,262,73.2497373451175,1474.66687511731,1084,94.5246433414562,1840.60186673811,1871,106.385252542098,2212.22308762617,2630,79.9003677927204,2573.19146484439,3366,52.0099539713214,2950.89831674461,4169,50.1750258314157,3201.85451442111,4730,30.3284608324722
944.428571428571,0,49.7026482338514,1054.71020724626,262,66.6784370072325,1440.18093179342,1084,86.8357120408964,1810.77114538749,1871,97.6986073679005,2187.17839629231,2630,71.9102036262677,2554.25463342858,3366,45.277701216863,2938.09910680123,4169,44.9266675714614,3192.00964317528,4730,27.9704269507122
902.257142857143,0,43.9645791376047,1014.66850254338,262,60.1071366693475,1405.69498846953,1084,79.1467807403365,1780.94042403687,1871,89.0119621937027,2162.13370495845,2630,63.9200394598149,2535.31780201277,3366,38.5454484624047,2925.29989685785,4169,39.6783093115071,3182.16477192946,4730,25.6123930689523
860.085714285714,0,38.2265100413579,974.626797840502,262,53.5358363314626,1371.20904514565,1084,71.4578494397767,1751.10970268625,1871,80.3253170195049,2137.08901362458,2630,55.9298752933622,2516.38097059696,3366,31.8131957079464,2912.50068691447,4169,34.4299510515527,3172.31990068363,4730,23.2543591871924
817.914285714286,0,32.4884409451111,934.585093137625,262,46.9645359935776,1336.72310182176,1084,63.7689181392169,1721.27898133563,1871,71.6386718453071,2112.04432229072,2630,47.9397111269094,2497.44413918115,3366,25.0809429534881,2899.70147697109,4169,29.1815927915984,3162.4750294378,4730,20.8963253054324
775.742857142857,0,26.7503718488643,894.543388434747,262,40.3932356556926,1302.23715849787,1084,56.0799868386571,1691.448259985,1871,62.9520266711094,2086.99963095686,2630,39.9495469604567,2478.50730776533,3366,18.3486901990297,2886.9022670277,4169,23.933234531644,3152.63015819198,4730,18.5382914236725
733.571428571429,0,21.0123027526176,854.50168373187,262,33.8219353178076,1267.75121517399,1084,48.3910555380973,1661.61753863438,1871,54.2653814969116,2061.954939623,2630,31.959382794004,2459.57047634952,3366,11.6164374445714,2874.10305708432,4169,18.6848762716897,3142.78528694615,4730,16.1802575419126
691.4,0,15.2742336563708,814.459979028992,262,27.2506349799226,1233.2652718501,1084,40.7021242375375,1631.78681728376,1871,45.5787363227137,2036.91024828913,2630,23.9692186275512,2440.63364493371,3366,4.8841846901131,2861.30384714094,4169,13.4365180117354,3132.94041570033,4730,13.8222236601527
649.228571428571,0,9.53616456012402,774.418274326115,262,20.6793346420376,1198.77932852621,1084,33.0131929369776,1601.95609593314,1871,36.8920911485159,2011.86555695527,2630,15.9790544610985,2421.6968135179,3366,-1.84806806434523,2848.50463719756,4169,8.18815975178103,3123.0955444545,4730,11.4641897783927
607.057142857143,0,3.79809546387725,734.376569623237,262,14.1080343041526,1164.29338520233,1084,25.3242616364178,1572.12537458252,1871,28.2054459743181,1986.82086562141,2630,7.98889029464573,2402.75998210209,3366,-8.58032081880356,2835.70542725417,4169,2.9398014918267,3113.25067320867,4730,9.10615589663281
564.885714285714,0,-1.93997363236951,694.33486492036,262,7.5367339662676,1129.80744187844,1084,17.635330335858,1542.29465323189,1871,19.5188008001203,1961.77617428755,2630,-0.001273871807008,2383.82315068627,3366,-15.3125735732619,2822.90621731079,4169,-2.30855676812764,3103.40580196285,4730,6.74812201487289
522.714285714286,0,-7.67804272861628,654.293160217482,262,0.9654336283826,1095.32149855455,1084,9.94639903529819,1512.46393188127,1871,10.8321556259225,1936.73148295368,2630,-7.99143803825974,2364.88631927046,3366,-22.0448263277202,2810.10700736741,4169,-7.55691502808199,3093.56093071702,4730,4.39008813311296
480.542857142857,0,-13.4161118248631,614.251455514605,262,-5.60586670950238,1060.83555523067,1084,2.25746773473837,1482.63321053065,1871,2.14551045172474,1911.68679161982,2630,-15.9816022047125,2345.94948785465,3366,-28.7770790821785,2797.30779742403,4169,-12.8052732880363,3088.38263405425,4730,2.84305370636267
438.371428571429,0,-19.1541809211098,574.209750811727,262,-12.1771670473874,1026.34961190678,1084,-5.43146356582144,1452.80248918003,1871,-6.54113472247305,1886.64210028596,2630,-23.9717663711652,2327.01265643884,3366,-35.5093318366368,2784.50858748064,4169,-18.0536315479907,3077.54217591071,4730,-0.388808212523735
396.2,0,-24.8922500173566,534.16804610885,262,-18.7484673852724,991.863668582895,1084,-13.1203948663813,1422.97176782941,1871,-15.2277798966708,1861.5974089521,2630,-31.961930537618,2308.07582502302,3366,-42.2415845910952,2771.70937753726,4169,-23.301989807945,3067.22387998825,4730,-3.44435356105269
354.028571428571,0,-30.6303191136034,494.126341405972,262,-25.3197677231574,957.377725259008,1084,-20.8093261669411,1393.14104647879,1871,-23.9144250708687,1836.55271761823,2630,-39.9520947040707,2289.13899360721,3366,-48.9738373455535,2758.91016759388,4169,-28.5503480678993,3057.47462243938,4730,-6.28458403252685
311.857142857143,0,-36.3683882098501,454.084636703095,262,-31.8910680610424,922.891781935121,1084,-28.4982574675009,1363.31032512816,1871,-32.6010702450665,1811.50802628437,2630,-47.9422588705235,2270.2021621914,3366,-55.7060901000118,2746.1109576505,4169,-33.7987063278537,3048.34119720188,4730,-8.87523689737694
269.685714285714,0,-42.1064573060969,414.042932000217,262,-38.4623683989273,888.405838611235,1084,-36.1871887680607,1333.47960377754,1871,-41.2877154192642,1786.46333495051,2630,-55.9324230369762,2251.26533077559,3366,-62.4383428544701,2733.31174770712,4169,-39.047064587808,3039.86241163835,4730,-11.1837470249892
227.514285714286,0,-47.8445264023437,374.00122729734,262,-45.0336687368123,853.919895287348,1084,-43.8761200686205,1303.64888242692,1871,-49.9743605934621,1761.41864361665,2630,-63.9225872034289,2232.32849935978,3366,-69.1705956089285,2730.35246829208,4169,-39.7011093942012,3032.07099715508,4730,-13.1933580055867
185.342857142857,0,-53.5825954985905,333.959522594463,262,-51.6049690746973,819.433951963462,1084,-51.5650513691803,1273.8181610763,1871,-58.6610057676599,1736.37395228278,2630,-71.9127513698817,2213.39166794396,3366,-75.9028483633868,2711.58605322304,4169,-43.4857960669847,3025.00027063885,4730,-14.878115708884
143.171428571429,0,-59.3206645948372,293.917817891585,262,-58.1762694125823,784.948008639575,1084,-59.2539826697402,1243.98743972568,1871,-67.3476509418576,1733.94337901857,2630,-72.2944910033008,2193.75802411195,3366,-79.2679935794521,2694.831870184,4169,-46.3574106987517,3018.68098248591,4730,-16.189746881604
101,0,-65.058733691084,253.876113188708,262,-64.7475697504673,750.462065315688,1084,-66.9429139703,1231.35042836299,1871,-68.6099510854885,1710.56238215862,2630,-75.0429074513455,2174.5531505504,3366,-81.7978307874426,2680.18541277776,4169,-48.2867726803758,3013.148980878,4730,-17.115913655644
89.823864,0,-63.680448,238.867697953688,262,-63.2943741558255,724.475580222942,1084,-65.8853575555056,1208.02532254478,1871,-69.0861425282632,1690.75808826952,2630,-75.7931726929253,2158.26801308759,3366,-82.6426215000738,2667.76567091175,4169,-48.931046184707,3008.44487349597,4730,-17.5249510230982
63.245208,0,-56.644068,213.24252847979,262,-57.2235225633063,701.819978289723,1084,-61.8382750169367,1188.21447044003,1871,-66.7840673547539,1673.89746270754,2630,-74.1315954437072,2144.37703706737,3366,-81.4692784546519,2657.17181888981,4169,-48.0362046288592,3004.41320188209,4730,-17.3257803276016
40.748136,0,-47.38071,191.469590976299,262,-48.9180295378202,682.416658046525,1084,-55.6534128410542,1171.1036926616,1871,-62.4607851047179,1659.30019995352,2630,-70.7132605965046,2132.3280347291,3366,-78.8245808542437,2647.98273472482,4169,-46.019245202773,3000.8996976696,4730,-16.6822103817014
22.528506,0,-36.48762,173.751391734385,262,-38.9448403606394,666.469975567836,1084,-47.8155846365163,1156.89540295171,1871,-56.5248405897538,1647.14427855678,2630,-65.8821678504098,2122.27138787996,3366,-74.9895058463005,2640.31310601034,4169,-43.0944530882323,2997.95071822938,4730,-15.6740315570985
9.052992,0,-24.303318,160.543253196143,262,-27.6163831410435,654.392467405147,1084,-38.5751897697486,1145.95968630055,1871,-49.1710002292277,1637.74692050883,2630,-59.7982567971725,2114.46992473405,3366,-70.0919975490461,2634.3633767759,4169,-39.3594039382055,2995.64361455531,4730,-14.3356127200531
1.549938,0,-11.52177,153.038699802938,262,-15.5663241930466,647.256465242887,1084,-28.4269144200398,1139.25026412267,1871,-40.7704284541684,1631.92367898373,2630,-52.7626392492381,2109.59809163351,3366,-64.3704229138345,2630.64790862826,4169,-34.9958865777464,2994.17596886834,4730,-12.7291176445437
0,0,0,151.265770527682,262,-4.57322701119301,645.173199368337,1084,-18.9212903821879,1136.94537932098,1871,-32.6584264806951,1629.84574255789,2630,-45.9068207612122,2107.80973115126,3366,-58.7537485483804,2629.28402848886,4169,-30.712370646507,2993.60168827266,4730,-11.1218189616365
3.17967,0,21.237294,153.777790387924,262,15.8409534326195,646.36920574689,1084,-0.986190600270717,1137.03105488734,1871,-17.0815704871593,1629.68757565633,2630,-32.6752310100655,2107.52759207869,3366,-47.8694261703177,2629.06885717332,4169,-22.4115211983107,2993.41005065131,4730,-7.9749306026485
10.344204,0,39.37713,160.18293200263,262,33.3892658619629,651.101993530938,1084,14.6381937331362,1140.29823895135,1871,-3.31633491793053,1632.25850522051,2630,-20.9351869226999,2109.507921366,3366,-38.1809031639364,2630.57914092832,4169,-15.0226394601651,2993.88521738326,4730,-5.1512231002362
21.334014,0,58.936332,170.215142734393,262,52.3925144623806,658.92863217634,1084,31.7090354687742,1146.16503134973,1871,11.8637430379446,1637.01645576282,2630,-7.95489510581009,2113.27334880928,3366,-27.4468552430802,2633.45081683328,4169,-6.83639573585794,2994.86639591155,4730,-2.00691902536482
36.035454,0,79.1895,183.783795627759,262,72.1532879113023,669.804066624202,1084,49.6133817389183,1154.62488825447,1871,27.9260850837257,1643.96376502149,2630,5.81319805054229,2118.83099561595,3366,-16.0395006546004,2637.68931582531,4169,1.86334043072332,2996.35940843857,4730,1.35033989592619
54.36873,0,100.5888,200.801151845798,262,93.1025291471111,683.630716727931,1084,68.722974997962,1165.57373743279,1871,45.1870801956572,1653.00734781104,2630,20.6362769658957,2126.10120750542,3366,-3.74008586139798,2643.23389014558,4169,11.2433998366322,2998.33899374755,4730,4.98305230665361
76.25163,0,122.534568,221.203529573558,262,114.664005713758,700.381127087397,1084,88.5319124359074,1179.0145950345,1871,63.2076778124137,1664.15627510478,2630,36.1414754666119,2135.09573113244,3366,9.14472195820129,2650.09349829506,4169,21.0699049845321,3000.81165014223,4730,8.80259259794067
101.587434,0,143.933868,244.925723423604,262,135.788819301933,720.049571220509,1084,108.12178859104,1194.99109571891,1871,81.1931685739328,1677.45939036358,2630,51.6544481021031,2145.86249900975,3366,22.0606739116174,2658.30469565663,4169,30.9201619800003,3003.79684943657,4730,12.649054859764
130.216554,0,164.494122,271.822265499156,262,156.192828637903,742.522981387103,1084,127.237577307042,1213.41892973955,1871,98.9169770157426,1692.84844358646,2630,66.9815013591416,2158.34758444577,3366,34.847626791978,2667.82635543043,4169,40.6720387688561,3007.28060447898,4730,16.4755513910183
162.008418,0,184.682004,301.756433874753,262,176.319594756182,767.660421303846,1084,146.259641488362,1234.15606641903,1871,116.700654924998,1710.1980327564,2630,82.3936419731129,2172.44470094352,3366,47.7271076362309,2678.57741899111,4169,50.4944813376786,3011.22991911046,4730,20.3451143074547
196.890486,0,203.951046,334.672473793031,262,195.644062243991,795.438855788981,1084,164.727119968727,1257.20696241193,1871,134.144345910169,1729.51787127349,2630,97.5513149890263,2188.16574101631,3366,60.419863071428,2690.56695607762,4169,60.1745191287955,3015.651056814,4730,24.1770525675593
234.613704,0,221.994162,370.339618476591,262,213.865955434356,825.671575982971,1084,182.366747216359,1282.42457450082,1871,151.001801769192,1750.68671765227,2630,112.243187645567,2205.41338247928,3366,72.7506286162304,2703.72074463217,4169,69.5784879578251,3020.51762532117,4730,27.9196640957781
275.040246,0,238.163328,408.642148880341,262,230.361343350253,858.288047892887,1084,198.62846213839,1309.77699270583,1871,166.793496654117,1773.68457816563,2630,126.061497980096,2224.17586023147,3366,84.3836930748946,2718.02981208592,4169,78.4503601183887,3025.82961253353,4730,31.4756808363138
318.00327,0,252.204654,449.426681475409,262,244.882946142347,893.166498699688,1084,213.28901615301,1339.17069633954,1871,181.319881667167,1798.43497874595,2630,138.835371139035,2244.39221917572,3366,95.1775925514339,2733.44767147652,4169,86.6822491971523,3031.57080863387,4730,34.8035495404822
363.23196,0,263.902938,492.439308846248,262,257.217920353208,930.095762742623,1084,226.150304511263,1370.43351107327,1871,194.398427631271,1824.79438793764,2630,150.407222009671,2265.94618083712,3366,105.001026754114,2749.88564386919,4169,94.1740199797837,3037.70889144348,4730,37.8640990660114
410.532876,0,273.151788,537.497482019427,262,267.259546837811,968.921761611842,1084,237.110303190712,1403.43755903689,1871,205.932733884055,1852.65562090855,2630,160.693276100894,2288.75052254854,3366,113.783839800241,2767.27720953002,4169,100.872168591634,3044.21932915108,4730,40.6361460553587
459.57717,0,277.733898,584.341926799216,262,272.876536249306,1009.52223544123,1084,244.296690506685,1438.17614199347,1871,214.296803243393,1882.03709482911,2630,168.312381195771,2312.83626397905,3366,120.389916049402,2785.64602538444,4169,105.910244687038,3051.12257932279,4730,42.7912312528864
512.524116,0,276.684486,635.064312168342,262,273.199260098569,1053.76471010915,1084,247.052704307413,1476.29938651729,1871,219.021347609889,1914.34731456443,2630,172.890408025263,2339.36653455682,3366,124.527626304401,2805.87914364726,4169,109.065839375802,3058.7581790717,4730,44.2567160663533
571.298442,0,272.068524,691.455767949374,262,270.25316276758,1103.11324171166,1084,247.23303978847,1518.97555618366,1871,221.788104871416,1950.55362079426,2630,175.873073485072,2369.1205938922,3366,127.397530783866,2828.57086100336,4169,111.254551193339,3067.33950075953,4730,45.3878971894651
635.189256,0,265.38759,752.797974841678,262,265.458163419972,1156.87178635264,1084,246.041616466707,1565.53889086097,1871,223.601622633052,1990.07565214215,2630,178.103727336829,2401.61126759397,3366,129.686818487571,2853.34963743987,4169,113.000459841759,3076.71861994938,4730,46.3787124083709
703.46874,0,257.270364,818.378293018306,262,259.397967341056,1214.39004929598,1084,243.952985894581,1615.40178973006,1871,224.837976931076,2032.40874989246,2630,179.893081055755,2436.41978390317,3366,131.645326042454,2879.89609971482,4169,114.49410141094,3086.77182643032,4730,47.2972283428962
775.556574,0,248.040858,887.632949092896,262,252.368261988747,1275.16168093009,1084,241.197649627642,1668.11407365472,1871,225.669759735763,2077.16799223888,2630,181.381052755816,2473.22784536932,3366,133.383747365614,2907.96750058828,4169,115.819895813187,3097.40589166763,4730,48.17226139835
850.85793,0,237.921528,959.986824725017,262,244.56713239877,1338.67519390771,1084,237.920392009215,1723.22565428196,1871,226.19514715511,2123.9696377416,2630,182.644356225692,2511.71885178809,3366,134.960789297337,2937.32238721271,4169,117.022615394068,3108.52860363551,4730,49.0176009474134
928.901298,0,227.142084,1034.9826952214,262,236.202701142373,1404.52148024858,1084,234.28050698545,1780.37423218829,1871,226.530282228279,2172.50424277668,2630,183.776267124619,2551.63714036672,3366,136.449638326782,2967.76578021517,4169,118.158075298254,3120.06523824454,4730,49.8518423311242
1009.154718,0,215.862114,1112.1072138782,262,227.414434160919,1472.24581158335,1084,230.374643785906,1839.16136122585,1871,226.734707757926,2222.43250136043,2630,184.821451379579,2592.70303784213,3366,137.883144771611,2999.08438881183,4169,119.251328582035,3131.93453079618,4730,50.6816656447146
1091.103156,0,204.22428,1190.86366481684,262,218.326015331907,1541.40874080597,1084,226.286492186434,1899.20249891738,1871,226.857565272193,2273.42707090119,2630,185.815946647098,2634.64681282001,3366,139.287197578011,3031.07250431291,4169,120.322119262283,3144.05816394923,4730,51.511836947181
1174.246086,0,192.380916,1270.76898089365,262,209.070753113167,1611.58226060065,1084,222.10880580042,1960.12251850609,1871,226.956441596154,2325.16848091365,2630,186.803103253658,2677.20512658126,3366,140.693792545385,3063.52929335595,4169,121.394848703143,3156.35960858229,4730,52.348954119014
1258.09749,0,180.5037,1351.35350119668,262,199.80084136832,1682.34914006769,1084,217.951470855062,2021.55470827104,1871,227.104313121858,2377.34418012692,2630,187.839467527839,2720.12018151125,3366,142.145861823571,3096.25814846161,4169,122.502258797029,3168.76382855915,4730,53.2028358317917
1342.144752,0,168.609558,1432.12597759593,262,190.519633869716,1753.28057315926,1084,213.793448878066,2083.12927070227,1871,227.260296038126,2429.64068437681,2630,188.884832031318,2763.13452400861,3366,143.606723787552,3129.06272450976,4169,123.616374568907,3181.19669183082,4730,54.060265348451
1425.901854,0,156.829062,1512.61777981825,262,181.339965972776,1823.96214831588,1084,209.710333797428,2144.48374698838,1871,227.467853589351,2481.74949218294,2630,189.97073893108,2805.99397563407,3366,145.098785223979,3161.74917415886,4169,124.754284391957,3193.58441700814,4730,54.9251582197998
1508.865852,0,145.258932,1592.34491990729,262,172.341835763132,1893.96765542912,1084,205.748317919358,2205.24702824151,1871,227.744392876752,2533.35514135523,2630,191.106471170835,2848.43888682549,3366,146.626059430569,3194.11947755526,4169,125.919048978548,3205.85182532625,4730,55.7960519425184
1590.603924,0,133.879824,1670.89346093029,262,163.495869569468,1962.93734350864,1084,201.861577697367,2265.11035974674,1871,228.031244724457,2584.1962585642,2630,192.237620174734,2890.25484072358,3366,148.140779625699,3226.01011123773,4169,127.074239339434,3217.93735086508,4730,56.6569568290277
1670.58411,0,122.744934,1747.75272371916,262,154.839664253105,2030.42378130091,1084,198.058005821893,2323.68630288679,1871,228.311564964726,2633.94401963682,2630,193.344135216221,2931.17153134255,3366,149.622671657602,3257.21492830848,4169,128.204393539948,3229.7629765067,4730,57.4992743090367
1748.41953,0,111.86877,1822.55191150067,262,146.377410922266,2096.10322269333,1084,194.323170490725,2380.69558583334,1871,228.555742618659,2682.36166194968,2630,194.396725618359,2970.99450143757,3366,151.044916945579,3287.58562736137,4169,129.289058584204,3241.27270061549,4730,58.3132784528964
1823.604822,0,101.379486,1894.80393297656,262,138.219144719509,2159.54528441739,1084,190.729321689457,2435.76211140605,1871,228.803503493941,2729.12915558107,2630,195.423556931341,3009.46012646756,3366,152.427011760648,3316.9211570539,4169,130.343103161765,3252.39003767174,4730,59.1019470998143
1895.789376,0,91.180362,1964.17550825646,262,130.263466647469,2220.46410707447,1084,187.171724341738,2488.64415666211,1871,228.949130073502,2774.04275865973,2630,196.33125350317,3046.40185286491,3366,153.689791694058,3345.09449651681,4169,131.306153110981,3263.06758987373,4730,59.8406882995753
1964.537952,0,81.561558,2030.24262509726,262,122.777288823692,2278.47669450681,1084,183.862589898615,2538.99920891193,1871,229.155919651475,2816.80913448299,2630,197.253435163501,3081.57680613479,3366,154.939820982585,3371.92041927973,4169,132.259478873438,3273.23399655172,4730,60.5578855829274
2029.492686,0,72.329634,2092.66748302196,262,115.566422118789,2333.29776947525,1084,180.615997990277,2586.59034385615,1871,229.24796149698,2857.22965759925,2630,198.037178270028,3114.82332629329,3366,156.049001567272,3397.27563652948,4169,133.105387394386,3282.84377052281,4730,61.2148358777742
2090.286042,0,63.649014,2151.09404810792,262,108.779085442089,2384.60944112018,1084,177.543909595244,2631.13666759523,1871,229.305282185873,2895.06456222526,2630,198.746289577738,3145.94341574474,3366,157.067075215667,3421.00914683707,4169,133.881813871751,3291.83911195424,4730,61.8239327523607
2146.637532,0,55.483428,2205.254665804,262,102.373518103898,2432.1802025825,1084,174.596828951641,2672.44054886537,1871,229.272820852151,2930.14680507352,2630,199.331072726628,3174.80021245974,3366,157.951235763957,3443.01657336931,4169,134.556112495447,3300.18084785756,4730,62.3714057672853
2198.21589,0,47.76759,2254.8337897352,262,96.2789037960876,2475.73817605011,1084,171.697571254373,2710.27090103886,1871,229.069430225559,2962.28131403841,2630,199.71917867791,3201.23405426044,3366,158.639717810686,3463.17615092531,4169,135.081178330432,3307.82339885778,4730,62.837767592712
2244.837348,0,40.44105,2299.6569798631,262,90.4327547978088,2515.13420086216,1084,168.783102542516,2744.50203726378,1871,228.632695610993,2991.36226138353,2630,199.855731660016,3225.1585030163,3366,159.08615715562,3481.4219580923,4169,135.421652055973,3314.74221974886,4730,63.208727711266
2286.23109,0,33.54975,2339.46378118443,262,84.8722699390141,2550.13920025542,1084,165.873175026772,2774.93476472726,1871,227.967583122355,3017.22038757252,2630,199.741996528007,3246.43428784448,3366,159.289649931987,3497.6477809425,4169,135.576844344637,3320.89701701787,4730,63.4826171596873
2322.252036,0,27.209754,2374.11237127833,262,79.7049415764698,2580.62418209563,1084,163.054663410057,2801.45291116358,1871,227.142413731096,3039.75600792075,2630,199.434279889383,3264.97874743872,3366,159.295376546486,3511.79057843077,4169,135.581211705614,3326.26341330569,4730,63.6716750540781
2352.735762,0,21.317088,2403.44792302191,262,74.8270932812608,2606.45910845827,1084,160.229550986503,2823.94918134156,1871,226.065524896147,3058.87934936954,2630,198.853136761703,3280.71893473089,3366,159.036943202719,3523.79471800514,4169,135.384119392056,3330.82096990119,4730,63.7559509830968
2377.587966,0,16.444818,2427.36577504946,262,70.7850645551289,2627.52600385524,1084,157.869444852799,2842.29657806588,1871,225.138607942304,3074.47659058671,2630,198.337863878435,3293.55730656129,3366,158.79219479705,3533.58580908297,4169,135.197463797194,3334.53865170075,4730,63.8148628577717
2396.695002,0,11.13489,2445.79367002665,262,66.1799365470167,2643.83006382071,1084,154.750182337734,2856.56435936687,1871,223.303056117596,3086.62225087033,2630,196.990352439925,3303.56549061507,3366,157.823078668153,3541.21847799837,4169,134.458374416673,3337.44464492773,4730,63.6355545053906
2410.059288,0,6.615648,2458.70312524718,262,62.1878947159755,2655.28905702969,1084,151.896663872874,2866.62717436801,1871,221.441041887752,3095.19678378484,2630,195.558023850903,3310.63654479229,3366,156.743153855733,3546.61116613516,4169,133.634777598065,3339.50180203022,4730,63.3944988729198
2417.997582,0,2.306772,2466.41198293979,262,58.2612315158996,2662.20703835541,1084,148.846488385132,2872.7724889889,1871,219.168681471221,3100.45004197055,2630,193.719085392003,3314.97972936673,3366,155.290539465765,3549.92346432202,4169,132.526951778636,3340.77332583843,4730,63.0180267179585
